sender,receiver,metabolite,hmdb_id,sensor_gene,sensor_type,metabolite_availability,sensor_score,cell_mesh_score,perm_pvalue,fdr,confidence_tier,sender_n_cells,receiver_n_cells,sensor_expr_frac
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Stromal cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.047619047619047616
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.047619047619047616
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.047619047619047616
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.24057876172575707,0.0,1.0,1.0,Tier3_exploratory,68,68,0.11764705882352941
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.24057876172575707,0.0,1.0,1.0,Tier3_exploratory,48,68,0.11764705882352941
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.041666666666666664
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.041666666666666664
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,THRA,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.041666666666666664
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.011904761904761904
Stromal cells,Malignant cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Stromal cells,Stromal cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.1323529411764706
Immune cells,Stromal cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.1323529411764706
Malignant cells,Immune cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.9838463185556413,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.011904761904761904
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,ESRRB,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.011904761904761904
Malignant cells,Malignant cells,20-Hydroxyeicosatetraenoic acid,HMDB0005998,TRPC6,Transporter,0.9838463185556413,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.625
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.625
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.625
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.029411764705882353
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.029411764705882353
Immune cells,Malignant cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.08333333333333333
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.08333333333333333
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.08333333333333333
Malignant cells,Malignant cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.06367507365660756,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Stromal cells,Malignant cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.0
Immune cells,Malignant cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Stromal cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.06367507365660756,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.029411764705882353
Stromal cells,Stromal cells,17alpha-Estradiol,HMDB0000429,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.029411764705882353
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,AR,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.029411764705882353
Malignant cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Stromal cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Immune cells,Stromal cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.6035866376147456,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,13-cis-Retinoic acid,HMDB0006219,NR1I2,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.09523809523809523
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.09523809523809523
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.4852941176470588
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.3531842565210658,0.0,1.0,1.0,Tier3_exploratory,68,84,0.6309523809523809
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.3531842565210658,0.0,1.0,1.0,Tier3_exploratory,48,84,0.6309523809523809
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.4852941176470588
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,PPARD,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.4852941176470588
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR0B1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.029411764705882353
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.029411764705882353
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.029411764705882353
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.20009261078593576,0.0,1.0,1.0,Tier3_exploratory,68,84,0.4523809523809524
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.20009261078593576,0.0,1.0,1.0,Tier3_exploratory,48,84,0.4523809523809524
Immune cells,Stromal cells,20alpha-Hydroxycholesterol,HMDB0006283,RORC,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.25
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.25
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.2916666666666667
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.2916666666666667
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.2916666666666667
Stromal cells,Malignant cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.0,0.23984119307717586,0.0,1.0,1.0,Tier3_exploratory,68,84,0.6309523809523809
Immune cells,Malignant cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.0,0.23984119307717586,0.0,1.0,1.0,Tier3_exploratory,48,84,0.6309523809523809
Malignant cells,Stromal cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.14048368085383126,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.16176470588235295
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2C1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.25
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR2F1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.0
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.029411764705882353
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.029411764705882353
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR2F1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.029411764705882353
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR2F1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.047619047619047616
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.2003713231872889,0.0,1.0,1.0,Tier3_exploratory,48,84,0.15476190476190477
Immune cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.047619047619047616
Malignant cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Stromal cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Immune cells,Stromal cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.7114411096565488,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Immune cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR2F6,Other receptor,0.0,0.2003713231872889,0.0,1.0,1.0,Tier3_exploratory,68,84,0.15476190476190477
Stromal cells,Malignant cells,17-Hydroxyprogesterone,HMDB0000374,NR6A1,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.047619047619047616
Stromal cells,Immune cells,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,TRPM1,Transporter,0.8373482341819557,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.16666666666666666
Immune cells,Immune cells,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,TRPM1,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.16666666666666666
Malignant cells,Malignant cells,25-Hydroxycholesterol,HMDB0006247,LPAR4,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.0
Immune cells,Immune cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Stromal cells,25-Hydroxycholesterol,HMDB0006247,LPAR4,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.014705882352941176
Stromal cells,Stromal cells,25-Hydroxycholesterol,HMDB0006247,LPAR4,Cell surface receptor,0.3279141416907826,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.014705882352941176
Immune cells,Stromal cells,25-Hydroxycholesterol,HMDB0006247,LPAR4,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.014705882352941176
Malignant cells,Immune cells,25-Hydroxycholesterol,HMDB0006247,LPAR4,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Stromal cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.16176470588235295
Immune cells,Immune cells,25-Hydroxycholesterol,HMDB0006247,LPAR4,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.0
Malignant cells,Malignant cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.10714285714285714
Immune cells,Malignant cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.0,1.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.10714285714285714
Malignant cells,Stromal cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,68,0.0
Stromal cells,Stromal cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.3279141416907826,0.0,0.0,1.0,1.0,Tier3_exploratory,68,68,0.0
Immune cells,Stromal cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.0
Malignant cells,Immune cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.0
Stromal cells,Immune cells,25-Hydroxycholesterol,HMDB0006247,LPAR3,Cell surface receptor,0.3279141416907826,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Stromal cells,Immune cells,25-Hydroxycholesterol,HMDB0006247,LPAR4,Cell surface receptor,0.3279141416907826,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.0
Immune cells,Stromal cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,68,0.16176470588235295
Malignant cells,Immune cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.14048368085383126,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.20833333333333334
Stromal cells,Immune cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,68,48,0.20833333333333334
Immune cells,Immune cells,(R)-5-Diphosphomevalonic acid,HMDB0001090,PMVK,Other receptor,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,48,0.20833333333333334
Malignant cells,Malignant cells,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,TRPM3,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,84,0.011904761904761904
Stromal cells,Malignant cells,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,TRPM3,Transporter,0.8373482341819557,0.0,0.0,1.0,1.0,Tier3_exploratory,68,84,0.011904761904761904
Immune cells,Malignant cells,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,TRPM3,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,48,84,0.011904761904761904
Malignant cells,Stromal cells,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,TRPM3,Transporter,0.0,0.9541285519514237,0.0,1.0,1.0,Tier3_exploratory,84,68,0.058823529411764705
Malignant cells,Immune cells,3beta-Hydroxypregn-5-en-20-one sulfate,HMDB0060382,TRPM1,Transporter,0.0,0.0,0.0,1.0,1.0,Tier3_exploratory,84,48,0.16666666666666666
